timestamp,open,high,low,close,volume,ind_MACD 1,ind_MACD 5,ind_MACD 5 Bear,ind_SuperTrend,raw_MACD 1,raw_MACD 5,raw_MACD 5 Bear,raw_SuperTrend,bar_Bear,bar_Bull
2026-02-05T00:56:59.995000+00:00,409.5,409.5,409.5,409.5,45000136,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0
2026-02-05T00:57:00.478000+00:00,409.9727,409.9727,409.9727,409.9727,45000137,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0
2026-02-05T00:57:04.394534+00:00,409.5,409.5,409.5,409.5,45000138,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0
