timestamp,open,high,low,close,volume,ind_MACD 1m,ind_MACD 5m,ind_MACD5m Bear,ind_Super Trend Bull,raw_MACD 1m,raw_MACD 5m,raw_MACD5m Bear,raw_Super Trend Bull,bar_Bear,bar_Bull
2026-03-23T13:58:44.210000+00:00,303.78,303.78,303.78,303.78,5106100,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:58:45.250000+00:00,303.73,303.73,303.73,303.73,5106659,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:58:46.433000+00:00,303.69,303.69,303.69,303.69,5107077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:58:49.410000+00:00,303.51,303.51,303.51,303.51,5108195,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:58:50.449000+00:00,303.47,303.47,303.47,303.47,5108427,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:58:52.404000+00:00,303.46,303.46,303.46,303.46,5109835,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:58:53.712000+00:00,303.58,303.58,303.58,303.58,5114299,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:58:54.664000+00:00,303.5794,303.5794,303.5794,303.5794,5114798,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:58:55.604000+00:00,303.61,303.61,303.61,303.61,5117391,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:58:57.655000+00:00,303.71,303.71,303.71,303.71,5120489,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:58:58.720000+00:00,303.72,303.72,303.72,303.72,5120627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:00.690000+00:00,303.676,303.676,303.676,303.676,5120952,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:01.660000+00:00,303.7,303.7,303.7,303.7,5123262,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:02.920000+00:00,303.67,303.67,303.67,303.67,5126932,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:03.957000+00:00,303.64,303.64,303.64,303.64,5127300,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:04.903000+00:00,303.58,303.58,303.58,303.58,5127942,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:05.946000+00:00,303.62,303.62,303.62,303.62,5128808,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:06.939000+00:00,303.67,303.67,303.67,303.67,5132725,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:07.978000+00:00,303.61,303.61,303.61,303.61,5134469,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:09.969000+00:00,303.63,303.63,303.63,303.63,5136279,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:11.971000+00:00,303.65,303.65,303.65,303.65,5137502,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:13.133000+00:00,303.7199,303.7199,303.7199,303.7199,5139118,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:14.129000+00:00,303.72,303.72,303.72,303.72,5142393,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:15.192000+00:00,303.725,303.725,303.725,303.725,5143504,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:16.224000+00:00,303.75,303.75,303.75,303.75,5143804,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:16.965000+00:00,303.76,303.76,303.76,303.76,5145177,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:18.164000+00:00,303.8,303.8,303.8,303.8,5147442,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:19.204000+00:00,303.81,303.81,303.81,303.81,5148131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:20.150000+00:00,303.8,303.8,303.8,303.8,5148893,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:24.206000+00:00,303.78,303.78,303.78,303.78,5151315,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:27.189000+00:00,303.7001,303.7001,303.7001,303.7001,5153352,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:29.227000+00:00,303.785,303.785,303.785,303.785,5155294,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:30.482000+00:00,303.77,303.77,303.77,303.77,5155962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:31.477000+00:00,303.8,303.8,303.8,303.8,5158256,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:32.463000+00:00,303.81,303.81,303.81,303.81,5158715,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:33.475000+00:00,303.9,303.9,303.9,303.9,5161394,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:34.470000+00:00,303.87,303.87,303.87,303.87,5162364,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:35.705000+00:00,303.81,303.81,303.81,303.81,5162687,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:36.732000+00:00,303.75,303.75,303.75,303.75,5163097,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:37.626000+00:00,303.71,303.71,303.71,303.71,5163985,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:38.672000+00:00,303.63,303.63,303.63,303.63,5164730,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:39.676000+00:00,303.69,303.69,303.69,303.69,5165100,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:40.723000+00:00,303.7001,303.7001,303.7001,303.7001,5165548,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:41.697000+00:00,303.6801,303.6801,303.6801,303.6801,5167637,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:44.581000+00:00,303.74,303.74,303.74,303.74,5167992,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:47.724000+00:00,303.79,303.79,303.79,303.79,5168933,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:49.963000+00:00,303.77,303.77,303.77,303.77,5170078,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:50.995000+00:00,303.78,303.78,303.78,303.78,5170541,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:51.974000+00:00,303.81,303.81,303.81,303.81,5171159,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:52.878000+00:00,303.78,303.78,303.78,303.78,5171507,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:53.987000+00:00,303.8,303.8,303.8,303.8,5171640,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:54.720000+00:00,303.7705,303.7705,303.7705,303.7705,5172778,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:56.163000+00:00,303.8001,303.8001,303.8001,303.8001,5173345,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:57.236000+00:00,303.8,303.8,303.8,303.8,5174130,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:58.224000+00:00,303.86,303.86,303.86,303.86,5175784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T13:59:59.184000+00:00,303.92,303.92,303.92,303.92,5177361,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T14:00:00.253000+00:00,303.93,303.93,303.93,303.93,5180040,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T14:00:02.483000+00:00,303.8,303.8,303.8,303.8,5189895,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T14:00:03.483000+00:00,303.89,303.89,303.89,303.89,5192243,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-03-23T14:00:04.495000+00:00,303.97,303.97,303.97,303.97,5197403,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
