timestamp,open,high,low,close,volume,ind_MACD 1,ind_MACD 5,ind_MACD 5 Bear,ind_SuperTrend,raw_MACD 1,raw_MACD 5,raw_MACD 5 Bear,raw_SuperTrend,bar_Bear,bar_Bull
2026-02-05T00:57:02.325987+00:00,177.59,177.59,177.59,177.59,206994270,0.0,0.33333333333333337,0.41666666666666663,1.0,0.0,0.0,0.0,1.0,0.41666666666666663,0.16470174874916144
