timestamp,open,high,low,close,volume,ind_MACD 1m,ind_MACD 5m,ind_MACD5m Bear,ind_Super Trend Bull,raw_MACD 1m,raw_MACD 5m,raw_MACD5m Bear,raw_Super Trend Bull,bar_Bear,bar_Bull
2026-04-01T14:10:25.097000+00:00,47.6199,47.6199,47.6199,47.6199,34855024,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:26.024000+00:00,47.6,47.6,47.6,47.6,34860371,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:27.006000+00:00,47.6025,47.6025,47.6025,47.6025,34862651,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:27.989000+00:00,47.61,47.61,47.61,47.61,34867579,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:29.317044+00:00,47.6051,47.6051,47.6051,47.6051,34872880,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:29.959000+00:00,47.605,47.605,47.605,47.605,34875760,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:31.096000+00:00,47.61,47.61,47.61,47.61,34878451,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:32.045000+00:00,47.6,47.6,47.6,47.6,34885247,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:34.354000+00:00,47.59,47.59,47.59,47.59,34901171,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:35.349000+00:00,47.58,47.58,47.58,47.58,34906618,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:37.816000+00:00,47.575,47.575,47.575,47.575,34915192,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:38.186000+00:00,47.5701,47.5701,47.5701,47.5701,34916385,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:39.610000+00:00,47.57,47.57,47.57,47.57,34917723,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:40.817000+00:00,47.575,47.575,47.575,47.575,34922129,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:41.636000+00:00,47.555,47.555,47.555,47.555,34930155,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:42.467000+00:00,47.565,47.565,47.565,47.565,34934334,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:43.704000+00:00,47.57,47.57,47.57,47.57,34936316,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:44.681000+00:00,47.535,47.535,47.535,47.535,34943756,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:45.833000+00:00,47.549,47.549,47.549,47.549,34958544,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:46.836000+00:00,47.5401,47.5401,47.5401,47.5401,34960923,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:48.032000+00:00,47.545,47.545,47.545,47.545,34963014,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:48.990000+00:00,47.5401,47.5401,47.5401,47.5401,34976630,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:50.096000+00:00,47.545,47.545,47.545,47.545,34977314,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:52.030000+00:00,47.55,47.55,47.55,47.55,34982448,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:52.758000+00:00,47.545,47.545,47.545,47.545,34989657,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:54.077000+00:00,47.55,47.55,47.55,47.55,34993814,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:54.913000+00:00,47.56,47.56,47.56,47.56,34995541,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:57.354000+00:00,47.545,47.545,47.545,47.545,35005324,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:58.350000+00:00,47.55,47.55,47.55,47.55,35008812,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:10:59.353000+00:00,47.57,47.57,47.57,47.57,35016444,0.5833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29166666666666663
2026-04-01T14:11:00.314000+00:00,47.565,47.565,47.565,47.565,35018379,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.25
2026-04-01T14:11:01.282000+00:00,47.555,47.555,47.555,47.555,35024684,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.25
2026-04-01T14:11:02.342000+00:00,47.53,47.53,47.53,47.53,35039034,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.25
2026-04-01T14:11:03.342000+00:00,47.51,47.51,47.51,47.51,35048990,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.25
2026-04-01T14:11:04.363000+00:00,47.534,47.534,47.534,47.534,35053629,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.25
2026-04-01T14:11:05.538000+00:00,47.535,47.535,47.535,47.535,35064612,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.25
2026-04-01T14:11:07.588000+00:00,47.53,47.53,47.53,47.53,35078761,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.25
2026-04-01T14:11:08.559000+00:00,47.525,47.525,47.525,47.525,35081175,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.25
2026-04-01T14:11:09.604000+00:00,47.52,47.52,47.52,47.52,35085352,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.25
