timestamp,open,high,low,close,volume,ind_MACD 1,ind_MACD 5,ind_MACD 5 Bear,ind_SuperTrend,raw_MACD 1,raw_MACD 5,raw_MACD 5 Bear,raw_SuperTrend,bar_Bear,bar_Bull
2026-02-05T00:57:00.276512+00:00,48.91,48.91,48.91,48.91,128679765,0.0,0.6666666666666667,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.3294034974983229
2026-02-05T00:57:06.426541+00:00,48.9392,48.9392,48.9392,48.9392,128679771,0.0,0.6666666666666667,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.3294034974983229
